aid,attribute
4894,Collaborat Innovat Ctr Diag & Treatment Infect Di
4895,Collaborat Innovat Ctr Farmland Weeds Control
4896,Collaborat Innovat Ctr Geohazards & Ecoenvironm T
4897,Collaborat Innovat Ctr Geospatial Technol
4898,Collaborat Innovat Ctr Modern Astron & Space Expl
4899,Collaborat Innovat Ctr Quantum Matter
4900,Collaborat Innovat Ctr Suzhou Nano Sci & Technol
4901,Collaborat Teaching & Learning
4902,Collaborating Ctr Anim Genom & Bioinformat
4903,Collecte Localisat Satellites
4904,Collegium Pharmaceut Inc
4905,Colli Monaldi Hosp
4906,Colo Consulting
4907,Cologne Univ Appl Sci
4908,Cologne Univ Hosp
4909,Colombia Univ
4910,Colombian Assoc Zebu Cattle Breeders ASOCEBU
4911,Colombian Collaborat Network Zika & Other Arbovir
4912,Colombian Collaborat Network Zika RECOLZIKA
4913,Colombian Natl Hlth Observ
4914,Colonia Ciudad Univ
4915,Colony Drug & Wellness Ctr
4916,Colorado Blood Canc Inst
4917,Colorado Canc Res Program
4918,Colorado Cardiovasc Outcomes Res Consortium
4919,Colorado Childrens Hosp
4920,Colorado Coll
4921,Colorado Ctr Nursing
4922,Colorado Ctr Nursing Excellence
4923,Colorado Dept Publ Hlth & Environm
4924,Colorado Mesa Univ
4925,Colorado Neurol Inst
4926,Colorado Permanente Med Grp
4927,Colorado Pk & Wildlife
4928,Colorado Pulm Associates
4929,Colorado Sch Mines
4930,Colorado Sch Publ
4931,Colorado Sch Publ Hlth
4932,Colorado State Univ
4933,Colorado State Univ Pueblo
4934,Colucci & Associates LLC
4935,Columbia Astrophys Lab
4936,Columbia Coll
4937,Columbia Coll Chicago
4938,Columbia Environm Res Ctr
4939,Columbia Gastroenterol
4940,Columbia Gastroenterol Associates
4941,Columbia HeartSource
4942,Columbia Labs Inc
4943,Columbia Law Sch
4944,Columbia Med Ctr
4945,Columbia Mem Hosp
4946,Columbia Presbyterian Med Ctr
4947,Columbia River Inter Tribal Fish Commiss
4948,Columbia River Intertribal Fish Commiss
4949,Columbia St Marys Cardiovasc Phys
4950,Columbia St Marys Healthcare
4951,Columbia Teachers Coll
4952,Columbia Univ
4953,Columbia Univ Barnard Coll
4954,Columbia Univ Coll Phys & Surg
4955,Columbia Univ Med
4956,Columbia Univ Med Ctr
4957,Columbia Univ NYSPI
4958,Columbia Univ Teachers Coll
4959,Columbus Ctr Womens Hlth Res
4960,Columbus Gemelli Univ
4961,Columbus Gemelli Univ Hosp Catholic Univ
4962,Columbus State Community Coll
4963,Columbus State Univ
4964,Columbus Zoo & Aquarium
4965,CombiVax LLC
4966,Comenius Univ
4967,Comer Childrens Hosp
4968,Comis Areas Nat Protegidas
4969,Comis Ecol & Desarrollo Sustentable Estado Sonora
4970,Comis Nacl Areas Nat Protegidas
4971,Comis Nacl Energia Atom
4972,Comissao Nacl Energia Nucl IPEN CNEN SP Sao Paulo
4973,Commiss Children Special Hlth Care Needs
4974,Commiss European Communities
4975,Commiss Forets Africa Cent COMIFAC
4976,Commissariat Energie Atom
4977,Commissariat Energie Atom & Energies Alternat Dir
4978,Common Wealth Med Coll
4979,Commonwealth Canc Ctr
4980,Commonwealth Kentucky
4981,Commonwealth Kentucky Dept Aging & Independent Li
4982,Commonwealth Off Technol
4983,Commonwealth Orthopaed Ctr
4984,Commonwealth Penn Dept Correct
4985,Commonwealth Sci & Ind Res Org
4986,Commonwealth Sci & Ind Res Org Australia CSIRO
4987,Commonwealth Sci & Ind Res Org CSIRO Agr & Food
4988,Commonwealth Sci & Ind Res Org Land & Water
4989,Commonwealth Sci & Ind Res Org Land & Water Flags
4990,Commonwealth Sci & Ind Res Org Marine & Atmospher
4991,Commonwealth Sci & Ind Res Org Wealth Oceans Flag
4992,Commun & Syst
4993,Commun Blood Serv
4994,Commun Res Ctr Canada
4995,Community Campus Partnerships Hlth
4996,Community Coalit Haiti
4997,Community Hlth Ctr Qingdao
4998,Community Hlth Ctr Waterbury
4999,Community Hlth Network
5000,Community Infect Dis
5001,Community Med Ctr
5002,Community Network Lahey Hlth
5003,Community Reg Med Ctr
5004,Community Tissue Serv
5005,Community Ulukhaktok
5006,Comp Engn Res Ctr
5007,Comp Res Assoc
5008,Comp Sci Corp
5009,Comp Sci Univ Kentucky
5010,Comp Serv
5011,Comp Technol Inst & Press Diophantus
5012,CompRex LLC
5013,Compact Membrane Syst Inc
5014,Companhia Estadual Energia Eletr CEEE GT
5015,Companhia Souza Cruz
5016,Compass Clin
5017,Compass Oncol
5018,Competence Ctr Mortal Follow Up German Natl Cohor
5019,Compl Univ Monte S Angelo
5020,CompleWare
5021,CompleWare Corp
5022,Complejo Asistencial Dr Victor Rios Ruiz
5023,Complejo Asistencial Univ Palencia
5024,Complejo Asistencial Victor Rios Ruiz
5025,Complejo Hosp Caja Seguro Social
5026,Complejo Hosp Metropolitano Panama
5027,Complejo Hosp Navarra
5028,Complejo Hosp Toledo
5029,Complejo Hosp Univ
5030,Complejo Hosp Univ A Coruna
5031,Complejo Hosp Univ Granada
5032,Complejo Hosp Univ Insular Maternoinfantil
5033,Complejo Hosp Univ Santiago
5034,Complesso Univ Monte S Angelo
5035,Complesso Univ Monte S Angelo04
5036,Complesso Univ Monte Sant Angelo
5037,Complesso Univ Monte St Angelo
5038,Complete Genom
5039,Comprehens Behav Change
5040,Comprehens Canc Ctr Nevada
5041,Comprehens Canc Ctr South
5042,Comprehens Canc Ctrs Nevada
5043,Comprehens Clin Res
5044,Comprehens Engn Serv
5045,Comprehens Hlth Insights
5046,Comprehens Hlth Insights Inc
5047,Comprehens Pain Med
5048,Comprehens Res Org Sci & Soc
5049,Comprehens Sleep Solut
5050,Comprehens Spine & Sports Ctr
5051,CompuTherrn LLC
5052,Computat Biol Inst
5053,Computercraft
5054,Conacyt Ctr Invest Biomed Occidente
5055,Conansknowe
5056,Conatus Pharmaceut Inc
5057,Concord Hosp
5058,Concord Repatriat Gen Hosp
5059,Concorde Career Coll
5060,Concorde Med Grp PLLC
5061,Concorde Therapy Grp
5062,Concordia Coll
5063,Concordia Univ
5064,Concordia Univ Wisconsin
5065,Concrete Change
5066,Condensed Matter Theory Grp
5067,Cone Hlth Dev & Psychol Ctr
5068,Cone Hlth Syst
5069,ConeChem Res LLC
5070,Conemaugh Mem Med Ctr
5071,Conestoga Rovers & Associates
5072,Coney Isl Hosp
5073,Confluence Hlth
5074,ConforMIS Inc
5075,Congenital Heart Inst Florida
5076,Congo Program
5077,Congress Neurol Surg
5078,Conicyt Reg Gore Valparaiso R06I1004
5079,Connaught Hosp
5080,Connect Inst
5081,Connecticut AG Expt Stn
5082,Connecticut Acad Sci & Engn
5083,Connecticut Agr Expt Stn
5084,Connecticut Agri Exp Sta
5085,Connecticut Childrens Hosp
5086,Connecticut Childrens Med Ctr
5087,Connecticut Coll
5088,Connecticut Dept Educ
5089,Connecticut Dept Energy & Environm Protect
5090,Connecticut Dept Publ Hlth
5091,Connecticut Dept Publ Hlth Lab
5092,Connecticut Mental Hlth Ctr
5093,Connecticut Pain Care
5094,Connecticut State Museum Nat Hist
5095,Connecticut VA Healthcare Syst
5096,Conoco Phillips
5097,ConocoPhillips Co
5098,Consejo Ciencia & Tecnol Estado Queretaro
5099,Consejo Monumentos Nac
5100,Consejo Nac Ciencia & Tecnol
5101,Consejo Nacl & Ciencia Tecnol
5102,Consejo Nacl Ciencia & Technol
5103,Consejo Nacl Ciencia & Techol
5104,Consejo Nacl Ciencia & Tecn
5105,Consejo Nacl Ciencia & Tecnol CONACYT
5106,Consejo Nacl Ciencia & Tecnol Conacyt
5107,Consejo Nacl Ciencia Tecnol
5108,Consejo Nacl Ciencia Tecnol Conacyt
5109,Consejo Nacl Cient & Tecn
5110,Consejo Nacl Cient & Tecnnol
5111,Consejo Nacl Cient & Tecnol
5112,Consejo Nacl Invest Ciencia & Tecn
5113,Consejo Nacl Invest Ciencia & Tecnol
5114,Consejo Nacl Invest Cient & Tecn
5115,Consejo Nacl Invest Cient & Tecn CONICET
5116,Consejo Nacl Invest Cient & Tecnol
5117,Consejo Nacl Invest Cient Tecn CONICET
5118,Consejo Natl Ciencia & Tecnol
5119,Consejo Super Invest Cient CEAB CSIC
5120,Consejo Super Invest Cient IATA CSIC
5121,Consejo Super Invest Cientificas
5122,Conselho Nacl Desenvolvimento Cient & Tecnol
5123,Conservac Biodiversidad Usumacinta AC
5124,Conservac Biol & Desarrollo Social AC
5125,Conservancy Southwest Florida
5126,Conservat & Ecosyst Hlth Alliance
5127,Conservat & Ecosyst Hlth Alliance CEHA
5128,Conservat Int
5129,Conservat Int Indonesia
5130,Conservat Int Suriname
5131,Conservat Publ Hlth
5132,Conserve Wildlife Fdn New Jersey
5133,Consiglio Ric & Sperimentaz Agr
5134,Consiglio Ric & Sperimentaz Agr CRA
5135,Consiglio Ric & Sperimentaz Agr CRA ACM
5136,Consiglio Ric Agr & Anal Econ Agr
5137,Consorcio Desarrollo Sostenible Ecoreg Andina CON
5138,Consorcio Desarrollo Sostenible Ecorreg Andina
5139,Consortium Evolutionary Primatol
5140,Consortium Management Evaluat & Decis Aid
5141,Consorzio Interuniv Sci Fis Mat CNISM
5142,Consorzio Mario Negri Sud
5143,Consorzio Nazl Interuniv Sci Fis Mat MeSIAM
5144,Constellat Res LLC
5145,Consultant Food & Agr Ind
5146,Consultants Dis & Injury Control Inc
5147,Consultat Grp Int Agr Res
5148,Consulting Radiologists Ltd
5149,Consulting Res Ecol
5150,Consulting Vet Pathologist
5151,Consultores Ecol & Sustentabilidad Chirihue Ltda
5152,Consumers Union
5153,Consumers United Evidence Based Healthcare
5154,Contech Int Hlth Consultants
5155,Contech Sch Publ Hlth
5156,Context Network
5157,Convenio IRD PeruPetro
5158,Convergent Engn
5159,Convetra Inc
5160,Convey Comp Corp
5161,Cook Biotech
5162,Cook Childrens Hlth Care Syst
5163,Cook Childrens Hosp
5164,Cook Childrens Med Ctr
5165,Cook Cty Bur Hlth Serv
5166,Cook Cty Hlth & Hosp Syst
5167,Cook Cty Hosp
5168,Cook Cty Stroger Hosp
5169,Cook Diagnost & Intervent Radiol
5170,Cooks Children Hosp
5171,Cooley LLP
5172,Cooper Clin
5173,Cooper Green Hosp
5174,Cooper Green Mercy Hosp
5175,Cooper Hlth Syst
5176,Cooper Hlth Syst Dept Med
5177,Cooper Univ
5178,Cooper Univ Healthcare
5179,Cooper Univ Hlth Syst
5180,Cooper Univ Hosp
5181,Cooperat Res Ctr Water Sensit Cities
5182,Coordinat Ctr China
5183,Coordinat Ctr China CNCERT CC
5184,Coordinator Int Head & Neck Sci Grp
5185,Copd Fdn
5186,Copenhagen Business Sch
5187,Copenhagen Univ Hosp
5188,Copenhagen Univ Hosp Bispebjerg
5189,Copenhagen Univ Hosp Glostrup
5190,Copenhagen Univ Hosp Herlev
5191,Copenhagen Zoo
5192,Copernicus Astron Ctr
5193,Copernicus Therapeut Inc
5194,Copernicus Univ
5195,Copperbelt Univ
5196,Copperhead Environm Consulting Inc
5197,Coral Cay Conservat
5198,Corb Purac
5199,Core Labs Inc
5200,Core Med Grp
5201,Coridea LLC
5202,Coriell Inst Med Res
5203,Cork Inst Technol
5204,Cork Univ Hosp
5205,Corlu Mil Hosp
5206,Corneal Consultants Colorado
5207,Cornelia de Lange Syndrome Fdn
5208,Cornell
5209,Cornell Coll
5210,Cornell Cooperat Extens Suffolk Cty
5211,Cornell Ctr Astrophys & Planetary Sci
5212,Cornell Lab Omithol
5213,Cornell Lab Ornithol
5214,Cornell Med Ctr
5215,Cornell Med Sch
5216,Cornell Tech
5217,Cornell Univ
5218,Cornell Univ Cooperat Extens Suffolk Cty
5219,Cornerstone Hlth Enablement Strateg Solut CHESS
5220,Cornerstone Res
5221,Cornerstone Therapeut Inc
5222,Corning Inc
5223,Corp Colombiana Invest Agr
5224,Corp Colombiana Invest Agr CORPOICA
5225,Corp Geol ARES
5226,Corp Geol Ares
5227,Corp Geolog Ares
5228,Corp Paisajes Rurales
5229,Corp Sanitaria Univ Parc Tauli
5230,Corp Sentido Nat
5231,Corp Telecommun Iran
5232,Corpoica
5233,Corporal Michael J Crescenz VA Med Ctr
5234,Corps Engineers
5235,Correo Cent
5236,Corteva Agrisci
5237,Cortez Middle Sch
5238,Corthera Inc
5239,Cortice Biosci
5240,Coruna Univ Hosp
5241,Corven Engn
5242,Corvinus Univ Budapest
5243,CosmosID
5244,Cottage Pulm Hypertens Ctr
5245,Cotton Inc
5246,Cotton Inc Cary
5247,Cotton ONeil Clin Res Ctr
5248,Cotugno Hosp
5249,Council Agr
5250,Council Int Educ Exchange Trop Ecol & Conservat S
5251,Council Nutr & Environm Med
5252,Council State & Terr Epidemiologists Overdose Sub
5253,Council State Govt Justice Ctr
5254,Counties Manukau Dist Hlth Board
5255,Countrymark Energy Resources LLC
5256,Courant Inst
5257,Coushatta Tribe Louisiana
5258,Covalent Bio LLC
5259,Covance
5260,Covance Asia Pte Ltd
5261,Covance Clin Dev Serv
5262,Covance Inc
5263,Covance Labs
5264,Covance Labs Inc
5265,Covance Market Access Serv
5266,Covance Market Access Serv Inc
5267,Covance Market Access Serv Pty Ltd
5268,Covenant Hlth Med Grp
5269,Covenant Med Ctr
5270,Covenant Univ
5271,Coventry Univ
5272,Cow Focused Housing
5273,CowFocused Housing
5274,Cox Associates
5275,Coyle & Associates
5276,Cr Appliance
5277,Cracow Univ Technol
5278,Craig H Neilsen Fdn
5279,Craig Hosp
5280,Craigiebuckler
5281,Cralley Warren Lab
5282,Cranfield Univ
5283,Cre Invest Energet Medioambient & Tecnol CIEMAT
5284,Creedmoor Psychiat Ctr
5285,Creighton Univ
5286,Cremona Hosp
5287,Crescenz VAMC
5288,Crescenz Vet Affairs Med Ctr
5289,Crestview Hlth Ctr
5290,Crete Univ Hosp
5291,Cria Caballar Fuerzas Armadas
5292,Crick Inst Med Res
5293,Crimean Astrophys Observ
5294,Crit Illness Res Ctr
5295,Crit Path Inst
5296,Crit Tourism Studies Asia Pacific
5297,Croatian Nat Hist Museum
5298,Crocodile Lake Natl Wildlife Refuge
5299,Crop Quest Inc
5300,Cross Canc Inst
5301,CrossTrac Engn
5302,Crouse Hosp
5303,Crouse Neurosci Inst
5304,Crowd Watch Afr
5305,CrowdOpt Inc
5306,Crowtrees
5307,Crozer Chester Med Ctr
5308,Cruces Univ Hosp
5309,Crystal Pharmatech
5310,Ctr & Ric Enrico Fermi
5311,Ctr AIDS Res
5312,Ctr APTA Citros Sylvio Moreira
5313,Ctr APTA Citros Sylvio Moreira IAC
5314,Ctr Addict & Mental Hlth
5315,Ctr Addict Res & Educ
5316,Ctr Adolescent Hlth
5317,Ctr Adv Energy Studies
5318,Ctr Adv Populat Assessment Methodol
5319,Ctr Adv Studies Blanes CEAB CSIC
5320,Ctr Adv Therapeut Strategies Brain Disorders
5321,Ctr Aesthet Surg Colleyville
5322,Ctr Aging
5323,Ctr Agr Guidence
5324,Ctr Agr Res Suriname CELOS
5325,Ctr Allogene Stem Cell Transplantat
5326,Ctr Anim Hlth
5327,Ctr Anti Infect Agents
5328,Ctr Anti Infect Res & Dev
5329,Ctr Antiinfect Agents
5330,Ctr Antiinfect Res & Dev
5331,Ctr Antoine Lacassagne
5332,Ctr Antoine Lacassagne CAL Cyclotron Biomed
5333,Ctr Aplicac Tecnol Desarrollo Sostenible CATEDES
5334,Ctr Appl Genet Technol
5335,Ctr Appl Hort Res
5336,Ctr Appl Linguist
5337,Ctr Applicat Psychol Type Inc
5338,Ctr Aquaculture Technol Inc
5339,Ctr Aquat & Invas Plants
5340,Ctr Assessment & Educ Improvement
5341,Ctr Assessment Strateg Planning Evaluat & Res
5342,Ctr Assisted Reprod
5343,Ctr Astrobiol
5344,Ctr Astrobiol CAB CSIC INTA
5345,Ctr Astrobiol CSIC INTA
5346,Ctr Astrobiol INTA CSIC
5347,Ctr Astron Hispano Aleman
5348,Ctr Atenc Esquizofrenico & Familia CATESFAM
5349,Ctr Atom Bariloche
5350,Ctr Austral Invest Cientificas CONICET
5351,Ctr Australian Natl Biodivers Res
5352,Ctr Australian Weather & Climate Res
5353,Ctr Autism & Behav Educ Res
5354,Ctr Automat & Robot UPM CSIC
5355,Ctr Basel
5356,Ctr BioSyst Genom
5357,Ctr Biobehav Res Self Management
5358,Ctr Biodef & Emerging Infect
5359,Ctr Biol Mol Severo Ochoa UAM CSIC
5360,Ctr Biomed Engn & Technol
5361,Ctr Biomed Informat
5362,Ctr Biomed Network Res Rare Dis
5363,Ctr Biomed Network Res Resp Dis CIBERES
5364,Ctr Biomed Res Network Mental Hlth CIBERSAM
5365,Ctr Biomed Res Rare Dis
5366,Ctr Bioplantas
5367,Ctr Bioprod Marinos CEBIMAR
5368,Ctr Biostat
5369,Ctr Biostruct Imaging Neurodegenerat
5370,Ctr Biotechnol
5371,Ctr Biotechnol Borj Cedria
5372,Ctr Biotechnol Sfax
5373,Ctr Biotecnol Anim
5374,Ctr Blistering Dis
5375,Ctr Brasileiro Pesquias Fis
5376,Ctr Brasileiro Pesquisas Fis
5377,Ctr Brasileiro Pesquisas Fisicas
5378,Ctr Brasilerio Pesquisas Fis
5379,Ctr Cadarache
5380,Ctr Calcul
5381,Ctr Calcul IInstitut Natl Phys Nucl & Phys Partic
5382,Ctr Calcul Inst Natl Phys Nucl & Particules
5383,Ctr Calcul Inst Natl Phys Nucl & Phys
5384,Ctr Calcul Inst Natl Phys Nucl & Phys Particules
5385,Ctr Calcul Inst Natl Phys Nucleaire & Phys Partic
5386,Ctr Cambio Global & Sustentabilidad Sureste AC
5387,Ctr Canc Biol
5388,Ctr Canc Care & Res
5389,Ctr Canc Care & Res Watson Clin
5390,Ctr Canc Res
5391,Ctr Cardiol Monzino
5392,Ctr Cardiol Monzino IRCCS
5393,Ctr Cardiovasc
5394,Ctr Care Hlth
5395,Ctr Cell & Gene Therapy
5396,Ctr Cellular & Mol Biol
5397,Ctr Cellular & Mol Platforms C CAMP
5398,Ctr Childhood Canc Res
5399,Ctr Childrens Hlth Lifestyles & Nutr
5400,Ctr Chron Dis Control
5401,Ctr Chron Dis Outcomes Res
5402,Ctr Churriana
5403,Ctr Ciencias Medioambientales
5404,Ctr Cient Tecnol Valparaiso
5405,Ctr Citricultura Sylvio Moreira
5406,Ctr Citricultura Sylvio Moreira IAC
5407,Ctr Clermont Theix
5408,Ctr Climate Syst Res
5409,Ctr Clin
5410,Ctr Clin & Translat Sci
5411,Ctr Clin Management Res
5412,Ctr Clin Nemo Sud
5413,Ctr Coastal Environm Hlth & Biomol Res
5414,Ctr Cognit Aging & Memory
5415,Ctr Coll Danville
5416,Ctr Comprehens Canc
5417,Ctr Computat Astrophys
5418,Ctr Conservat & Res Endangered Wildlife
5419,Ctr Control Chron Condit
5420,Ctr Control Enfermedades Trop CENCET
5421,Ctr Coop
5422,Ctr Cooperat Int Rech Agron Dev CIRAD
5423,Ctr Cooperat Int Rech Agronom Dev CIRAD
5424,Ctr Cooperat Int Res Agronom Dev
5425,Ctr Cooperat Res Biosci CIC bioGUNE
5426,Ctr Court Innovat
5427,Ctr Creat Leadership
5428,Ctr Crit Care
5429,Ctr Crocodile Res
5430,Ctr DNA Fingerprinting & Diagnost
5431,Ctr Data
5432,Ctr Deep Earth Explorat
5433,Ctr Demousticat Conseil Gen La Martinique
5434,Ctr Dent & Oral Med
5435,Ctr Desenvolvimento Crianca Pediat Hosp CHUC
5436,Ctr Dev Res ZEF
5437,Ctr Dev Vaccins
5438,Ctr Dev Vaccins Mali CVD Mali
5439,Ctr Devices & Radiol Hlth
5440,Ctr Diabet Endocrinol Pediat Puerto Rico
5441,Ctr Digital Image Evaluat
5442,Ctr Dis Burden
5443,Ctr Dis Control
5444,Ctr Dis Control & Injury Prevent
5445,Ctr Dis Control & Prevent
5446,Ctr Dis Control & Prevent Aerosp Syst
5447,Ctr Dis Control & Prevent CDC
5448,Ctr Dis Control & Prevent Div STD Prevent
5449,Ctr Dis Control & Prevent Fdn
5450,Ctr Dis Control & Prevent Fuyang
5451,Ctr Dis Control & Prevent Guangdong Prov
5452,Ctr Dis Control & Prevent Jinan Mil Reg
5453,Ctr Dis Control & Prevent KEMRI CDC
5454,Ctr Dis Dynam Econ & Policy
5455,Ctr Dis Prevent & Control Liangshan Prefecture
5456,Ctr Dis Prevent & Control Liangshan Yi Autonomous
5457,Ctr Drug & Alcohol Res
5458,Ctr Drug Abuse Res Translat
5459,Ctr Ecol & Hydrol
5460,Ctr Ecol Akumal
5461,Ctr Ecol Fonct & Evolut
5462,Ctr Ecol Fonct & Evolut CNRS
5463,Ctr Ecol Fonctionnelle & Evolut
5464,Ctr Ecol Studies
5465,Ctr Elephant Conservat
5466,Ctr Energy Environm & Sustainabil
5467,Ctr Energy Environm Sci & Technol
5468,Ctr Entomol Aplicada Ltda
5469,Ctr Environm & Human Toxicol
5470,Ctr Environm Fisheries & Aquaculture Sci
5471,Ctr Environm Fisheries & Aquaculture Sci CEFAS
5472,Ctr Environm Implicat NanoTechnol
5473,Ctr Environm Implicat Nanotechnol
5474,Ctr Environm Risk Assessment
5475,Ctr Environm Studies Demetra
5476,Ctr Environm Syst Biochem
5477,Ctr Est Invest Bas & Clin
5478,Ctr Estudios Avanzados Cuba CEAC CITMA
5479,Ctr Estudios Avanzados Zonas Aridas
5480,Ctr Estudios Biol Teor & Aplicada
5481,Ctr Estudios Cient
5482,Ctr Estudios Ecol Espacial & Medio Ambiente Ecoge
5483,Ctr Estudios Fis Cosmos Aragon
5484,Ctr Estudios Fis Cosmos de Aragon
5485,Ctr Estudos Cultura & Meio Ambiente Amazonia Riot
5486,Ctr Etud Biol Chize
5487,Ctr Etud Saclay
5488,Ctr Etud Saclay CEA Saclay
5489,Ctr Etud Tech Equipement
5490,Ctr Etudes Biolog Chize
5491,Ctr Etudes Nord
5492,Ctr Eugene Marquis
5493,Ctr Evaluat & Appl Rech Appl
5494,Ctr Evolut Elements
5495,Ctr Excellence Eye Care
5496,Ctr Excellence Implementing Evidence Based Practi
5497,Ctr Excellence Math CHE
5498,Ctr Excellence Nursing Culture & Res
5499,Ctr Excellence Nursing Scholarship
5500,Ctr Excellence Rural Hlth
5501,Ctr Excellence Training Res Malaria & Prior Dis G
5502,Ctr Excellence Vis & Neurocognit Rehabil
5503,Ctr Excellence Visual & Neurocognit Rehabil
5504,Ctr Excellence Women & Child Hlth
5505,Ctr Excellence Womens Hlth
5506,Ctr Expertise Chron Dis
5507,Ctr Expertise Chron Organ Failure
5508,Ctr Explorat Energy & Matter
5509,Ctr Expt Nucl Phys & Astrophys
5510,Ctr Expt Therapeut
5511,Ctr Eye Res Australia
5512,Ctr FONDAP Dinam Ecosistemas Marinos Altas Latitu
5513,Ctr Fed Educ Tecnol Celso Suckow Fonseca
5514,Ctr Fisheries Enhancement
5515,Ctr Food Safety & Appl Nutr FDA
5516,Ctr Format & Rech Environm Mediterraneens
5517,Ctr Format & Rech Environm Mediterraneens CEFREM
5518,Ctr Francois Baclesse
5519,Ctr Funct Canc Epigenet
5520,Ctr Functionally Integrat Neurosci
5521,Ctr Genet Engn & Biotechnol
5522,Ctr Genom & Appl Gene Technol
5523,Ctr Genom Regulat
5524,Ctr Genom Regulat CRG
5525,Ctr Georges Francois Leclerc
5526,Ctr Geriatr Res Educ & Clin
5527,Ctr Global Child Hlth
5528,Ctr Global Hlth Res
5529,Ctr Haitien Rech Sci Sante
5530,Ctr Haute Energie
5531,Ctr Healthy Start Initiat
5532,Ctr Hemodonac
5533,Ctr Hierarch Waste Form Mat
5534,Ctr High Performance Comp
5535,Ctr High Pressure Sci & Technol Adv Res
5536,Ctr Hip Hlth & Mobil
5537,Ctr Hlth Equ & Qual Res
5538,Ctr Hlth Evaluat & Outcome Sci
5539,Ctr Hlth Evaluat & Outcome Sci CHEOS
5540,Ctr Hlth Start Initiat
5541,Ctr Hormone Adv Sci & Educ
5542,Ctr Hos Rouvray
5543,Ctr Hosp
5544,Ctr Hosp & Univ Coimbra
5545,Ctr Hosp Aviat Ind
5546,Ctr Hosp Compiegne
5547,Ctr Hosp Huanggang
5548,Ctr Hosp Lisboa Cent
5549,Ctr Hosp Lisboa Ocidenta
5550,Ctr Hosp Luxembourg
5551,Ctr Hosp Nice
5552,Ctr Hosp Publ Cotentin
5553,Ctr Hosp Reg & Univ Lille
5554,Ctr Hosp Reg Citadelle
5555,Ctr Hosp Reg Univ Lille
5556,Ctr Hosp Reg Univ Montpellier
5557,Ctr Hosp Sao Joao
5558,Ctr Hosp St Anne
5559,Ctr Hosp St Joseph St Luc
5560,Ctr Hosp Tondela Viseu
5561,Ctr Hosp Univ
5562,Ctr Hosp Univ CHU Bordeaux
5563,Ctr Hosp Univ Grenoble
5564,Ctr Hosp Univ Hop Archet 1
5565,Ctr Hosp Univ Hotel Dieu
5566,Ctr Hosp Univ Laval
5567,Ctr Hosp Univ Liege
5568,Ctr Hosp Univ Lille
5569,Ctr Hosp Univ Montreal
5570,Ctr Hosp Univ Montreal Notre Dame
5571,Ctr Hosp Univ Nancy
5572,Ctr Hosp Univ Nantes
5573,Ctr Hosp Univ Poitiers
5574,Ctr Hosp Univ Quebec
5575,Ctr Hosp Univ Sherbrooke
5576,Ctr Hosp Univ Ste Justine
5577,Ctr Hosp Univ Toulouse
5578,Ctr Hosp Univ Toulouse III
5579,Ctr Hosp Vet Atlantia
5580,Ctr Hosp Vet Cordeliers
5581,Ctr Hosp Vet Fregis
5582,Ctr Hospitalier Univ Toulouse
5583,Ctr Host Parasite Interact
5584,Ctr Human Genet Res DNA & Tissue Culture Res
5585,Ctr IFAPA Las Torres Tomejil CAPDR JA
5586,Ctr INAH Tabasco
5587,Ctr INRA Nancy Lorraine
5588,Ctr IRD France Nord
5589,Ctr Immunol
5590,Ctr Independent Living North Cent Florida
5591,Ctr Infantil Boldrini
5592,Ctr Infect Dis Control
5593,Ctr Infect Dis Res
5594,Ctr Inference & Dynam Infect Dis
5595,Ctr Informat Technol
5596,Ctr Ingn & Desarrollo Ind
5597,Ctr Innate Immun & Infect Dis
5598,Ctr Innovat & Disabil & Rehabil Res
5599,Ctr Innovat Disabil & Rehabil Res
5600,Ctr Innovat Disabil & Rehabil Res CINDRR
5601,Ctr Innovat Res Banyan Biomarkers Inc
5602,Ctr Int Agr Trop
5603,Ctr Int Blood & Marrow Transplant Res
5604,Ctr Int Blood & Marrow Transplantat Res
5605,Ctr Int Forestry Res
5606,Ctr Int Forestry Res CIFOR
5607,Ctr Int Rech Agron Dev
5608,Ctr Int Rech Agronom Dev CIRAD
5609,Ctr Int Rech Med Franceville
5610,Ctr Integrat Syst Biol
5611,Ctr Integrated Nanotechnol CINT
5612,Ctr Intelligent Robot Korea
5613,Ctr Interdisciplinary Res Rehabil Montreal
5614,Ctr Interprofess HealthCare Educ Res & Practice
5615,Ctr Invest & Asistencia Tecnol & Diseno Estado J
5616,Ctr Invest & Desarrollo Ciencias Salud
5617,Ctr Invest & Estud Avanzados
5618,Ctr Invest & Estud Avanzados IPN
5619,Ctr Invest & Estudios Avanzados
5620,Ctr Invest & Estudios Avanzados IPN
5621,Ctr Invest & Estudios Avanzados IPN CINVESTAV
5622,Ctr Invest & Extens Forestal Andino Patagon
5623,Ctr Invest & Extens Forestal Andino Patagon CONIC
5624,Ctr Invest & Promoc Campesinado
5625,Ctr Invest & Tecnol Agroalimentaria Aragon
5626,Ctr Invest & Tecnol Agroalimentaria Aragon CITA
5627,Ctr Invest Alimentac & Desarrollo CIAD AC
5628,Ctr Invest Asistencia Tecnol & Diseno Estado Jali
5629,Ctr Invest Astron
5630,Ctr Invest Biol CSIC & Ciber Enfermedades Raras
5631,Ctr Invest Biol Noroeste SC
5632,Ctr Invest Biomed Red Enfermedade Hepat & Digest
